name	type	model	replicate	pcc_train_dev	pcc_train_hk	pcc_val_dev	pcc_val_hk	pcc_test_dev	pcc_test_hk
simple_cnn_rep1	homologs	simple_cnn	1	0.5923598408699036	0.7038562893867493	0.5757423043251038	0.6860495209693909	0.591165260071124	0.7283768049436142
simple_cnn_rep2	homologs	simple_cnn	2	0.6017864942550659	0.7139216065406799	0.578306257724762	0.6641934514045715	0.6012239651526148	0.7465883141427744
simple_cnn_rep3	homologs	simple_cnn	3	0.6102077960968018	0.7132070064544678	0.5733724236488342	0.6930332779884338	0.6043727957354359	0.7452353936155742
