name	type	model	replicate	pcc_train_dev	pcc_train_hk	pcc_val_dev	pcc_val_hk	pcc_test_dev	pcc_test_hk
simple_cnn_rep1	homologs	simple_cnn	1	0.5837990641593933	0.6993878483772278	0.5698843598365784	0.6773653030395508	0.6034065228451402	0.7444069584799485
simple_cnn_rep1	homologs	simple_cnn	1	0.5773602724075317	0.6873278021812439	0.5647982358932495	0.6708787083625793	0.5875465287092216	0.7223470601468981
simple_cnn_rep2	homologs	simple_cnn	2	0.5786383748054504	0.6927124261856079	0.5763968229293823	0.6871017217636108	0.5876198541502656	0.7260108611627126
simple_cnn_rep3	homologs	simple_cnn	3	0.5739111304283142	0.6899865865707397	0.5399674773216248	0.6230069398880005	0.5813551224433035	0.7086974430142816
