name	type	model	replicate	pcc_train_dev	pcc_train_hk	pcc_val_dev	pcc_val_hk	pcc_test_dev	pcc_test_hk
simple_cnn_rep1	homologs	simple_cnn	1	0.6202771663665771	0.7234196662902832	0.6055654287338257	0.7290753126144409	0.6237056049872455	0.7554365040634207
simple_cnn_rep1	homologs	simple_cnn	1	0.63917076587677	0.7358126044273376	0.596433699131012	0.733374297618866	0.6275228948951922	0.7689428056749268
simple_cnn_rep2	homologs	simple_cnn	2	0.6446181535720825	0.7393041849136353	0.599246084690094	0.724748969078064	0.6308660766079917	0.7661658545744592
simple_cnn_rep3	homologs	simple_cnn	3	0.6363540291786194	0.7323868870735168	0.5994939208030701	0.734456479549408	0.6356765628108844	0.7686226214512055
