name	type	model	replicate	fraction	pcc_train_Dev	pcc_train_Hk	pcc_val_Dev	pcc_val_Hk	pcc_test_Dev	pcc_test_Hk
deepstarr_rep1_frac0.5	finetune	deepstarr	1	0.5	0.751642048358917	0.801013648509979	0.629257678985596	0.714286923408508	0.634574417917679	0.729398088231863
deepstarr_rep1_frac0.5	homologs	deepstarr	1	0.5	0.527012526988983	0.660717606544495	0.647116363048553	0.730116307735443	0.657062076333361	0.758046716622599
deepstarr_rep1_frac0.5	homologs_finetune	deepstarr	1	0.5	0.675646185874939	0.750518262386322	0.665405094623566	0.74883645772934	0.675840682510435	0.768984833094763
deepstarr_rep2_frac0.5	none	deepstarr	2	0.5	0.710423588752747	0.77327573299408	0.619528770446777	0.674083173274994	0.624244585627944	0.727222570768588
deepstarr_rep2_frac0.5	finetune	deepstarr	2	0.5	0.706864476203918	0.771448194980621	0.633130550384522	0.71158093214035	0.644694863319553	0.738882324665421
deepstarr_rep2_frac0.5	homologs	deepstarr	2	0.5	0.541771352291107	0.666860461235046	0.652503192424774	0.740652978420258	0.658505376801872	0.761905639619125
deepstarr_rep2_frac0.5	homologs_finetune	deepstarr	2	0.5	0.688594698905945	0.755471646785736	0.675033450126648	0.75266969203949	0.681845417438996	0.771717303257018
deepstarr_rep1_frac0.6	none	deepstarr	1	0.6	0.748671412467956	0.796467423439026	0.621594488620758	0.7015500664711	0.6456427988598	0.730317004603127
deepstarr_rep1_frac0.6	finetune	deepstarr	1	0.6	0.758001506328583	0.802695393562317	0.629305481910706	0.718413412570953	0.646606825630006	0.736856697898803
deepstarr_rep1_frac0.6	homologs	deepstarr	1	0.6	0.526628613471985	0.662697434425354	0.638571500778198	0.733031630516052	0.658688160399515	0.759737203837662
deepstarr_rep1_frac0.6	homologs_finetune	deepstarr	1	0.6	0.675752997398376	0.74658739566803	0.669260621070862	0.751381814479828	0.676115001790138	0.768370752946156
deepstarr_rep2_frac0.6	none	deepstarr	2	0.6	0.717086136341095	0.773612022399902	0.628531873226166	0.710882723331451	0.634755619686386	0.733199180923785
deepstarr_rep2_frac0.6	finetune	deepstarr	2	0.6	0.712582945823669	0.77139675617218	0.640478670597076	0.722698926925659	0.653835023042396	0.74165436575967
deepstarr_rep2_frac0.6	homologs	deepstarr	2	0.6	0.525793135166168	0.660043060779572	0.642516672611237	0.725440323352814	0.657184448306474	0.753866939513553
deepstarr_rep2_frac0.6	homologs_finetune	deepstarr	2	0.6	0.67620575428009	0.747201383113861	0.668973565101624	0.751811504364014	0.677915649548726	0.767845218375281
deepstarr_rep1_frac0.7	none	deepstarr	1	0.7	0.737385332584381	0.788162291049957	0.633225619792938	0.704890131950378	0.64380818693771	0.736387357272499
deepstarr_rep1_frac0.7	finetune	deepstarr	1	0.7	0.743998348712921	0.79345703125	0.650657773017883	0.719568789005279	0.655535113357076	0.741162873458507
deepstarr_rep1_frac0.7	homologs	deepstarr	1	0.7	0.544342160224915	0.680079638957977	0.664193212985992	0.745110392570496	0.670280943360035	0.766056732017764
